Date,All Water Level
3/6/2009,455.9808
3/7/2009,455.9808
3/8/2009,455.88936
3/9/2009,455.79792
3/10/2009,456.10272
3/11/2009,456.31608
3/12/2009,456.55992
3/13/2009,456.65136
3/14/2009,456.438
3/15/2009,456.19416
3/16/2009,455.95032
3/17/2009,456.1332
3/18/2009,456.16368
3/19/2009,456.2856
3/20/2009,456.31608
3/21/2009,456.07224
3/22/2009,455.8284
3/23/2009,455.95032
3/24/2009,456.19416
3/25/2009,455.95032
3/26/2009,456.07224
3/27/2009,456.19416
3/28/2009,455.95032
3/29/2009,455.70648
3/30/2009,455.46264
3/31/2009,455.61504
4/1/2009,455.64552
4/2/2009,455.85888
4/3/2009,455.88936
4/4/2009,455.61504
4/5/2009,455.34072
4/6/2009,455.34072
4/7/2009,455.0664
4/8/2009,455.03592
4/9/2009,454.7616
4/10/2009,454.73112
4/11/2009,454.48728
4/12/2009,454.24344
4/13/2009,453.96912
4/14/2009,454.18248
4/15/2009,453.90816
4/16/2009,453.9996
4/17/2009,453.72528
4/18/2009,453.45096
4/19/2009,453.20712
4/20/2009,452.90232
4/21/2009,452.96328
4/22/2009,452.65848
4/23/2009,452.84136
4/24/2009,452.56704
4/25/2009,452.26224
4/26/2009,451.98792
4/27/2009,451.68312
4/28/2009,451.65264
4/29/2009,451.7136
4/30/2009,451.77456
5/1/2009,451.866
5/2/2009,451.62216
5/3/2009,451.37832
5/4/2009,451.866
5/5/2009,452.23176
5/6/2009,452.3232
5/7/2009,452.7804
5/8/2009,453.14616
5/9/2009,452.84136
5/10/2009,452.56704
5/11/2009,452.29272
5/12/2009,452.0184
5/13/2009,452.07936
5/14/2009,452.23176
5/15/2009,452.10984
5/16/2009,451.83552
5/17/2009,451.5612
5/18/2009,451.2564
5/19/2009,451.77456
5/20/2009,451.50024
5/21/2009,451.77456
5/22/2009,451.53072
5/23/2009,451.2564
5/24/2009,451.01256
5/25/2009,451.07352
5/26/2009,451.43928
5/27/2009,451.77456
5/28/2009,452.14032
5/29/2009,452.41464
5/30/2009,452.1708
5/31/2009,451.92696
6/1/2009,452.26224
6/2/2009,452.53656
6/3/2009,452.96328
6/4/2009,453.26808
6/5/2009,453.02424
6/6/2009,452.81088
6/7/2009,452.59752
6/8/2009,453.02424
6/9/2009,453.20712
6/10/2009,452.96328
6/11/2009,453.05472
6/12/2009,453.20712
6/13/2009,453.02424
6/14/2009,452.81088
6/15/2009,452.59752
6/16/2009,452.81088
6/17/2009,452.96328
6/18/2009,452.68896
6/19/2009,452.84136
6/20/2009,452.87184
6/21/2009,452.59752
6/22/2009,452.23176
6/23/2009,452.26224
6/24/2009,452.56704
6/25/2009,452.71944
6/26/2009,452.35368
6/27/2009,452.0184
6/28/2009,451.68312
6/29/2009,451.31736
6/30/2009,451.28688
7/1/2009,451.50024
7/2/2009,451.68312
7/3/2009,451.5612
7/4/2009,451.2564
7/5/2009,450.9516
7/6/2009,450.6468
7/7/2009,450.31152
7/8/2009,450.46392
7/9/2009,450.7992
7/10/2009,450.89064
7/11/2009,450.55536
7/12/2009,450.25056
7/13/2009,449.91528
7/14/2009,449.94576
7/15/2009,450.25056
7/16/2009,450.43344
7/17/2009,450.55536
7/18/2009,450.15912
7/19/2009,449.79336
7/20/2009,449.39712
7/21/2009,449.48856
7/22/2009,449.7324
7/23/2009,449.91528
7/24/2009,450.09816
7/25/2009,450.0372
7/26/2009,449.70192
7/27/2009,449.33616
7/28/2009,449.39712
7/29/2009,449.2752
7/30/2009,448.93992
7/31/2009,448.9704
8/1/2009,448.818
8/2/2009,448.48272
8/3/2009,448.14744
8/4/2009,448.26936
8/5/2009,448.26936
8/6/2009,447.87312
8/7/2009,447.96456
8/8/2009,448.2084
8/9/2009,447.84264
8/10/2009,447.50736
8/11/2009,447.53784
8/12/2009,447.65976
8/13/2009,447.26352
8/14/2009,447.38544
8/15/2009,447.47688
8/16/2009,447.1416
8/17/2009,446.77584
8/18/2009,446.8368
8/19/2009,446.77584
8/20/2009,446.95872
8/21/2009,447.05016
8/22/2009,446.6844
8/23/2009,446.31864
8/24/2009,445.98336
8/25/2009,446.01384
8/26/2009,446.10528
8/27/2009,446.16624
8/28/2009,446.19672
8/29/2009,445.83096
8/30/2009,445.4652
8/31/2009,445.1604
9/1/2009,445.22136
9/2/2009,445.3128
9/3/2009,445.3128
9/4/2009,445.4652
9/5/2009,445.09944
9/6/2009,444.73368
9/7/2009,444.3984
9/8/2009,444.45936
9/9/2009,444.61176
9/10/2009,444.61176
9/11/2009,444.91656
9/12/2009,444.42888
9/13/2009,444.12408
9/14/2009,444.0936
9/15/2009,444.21552
9/16/2009,444.21552
9/17/2009,444.30696
9/18/2009,444.00216
9/19/2009,443.66688
9/20/2009,443.54496
9/21/2009,443.20968
9/22/2009,442.90488
9/23/2009,442.8744
9/24/2009,442.8744
9/25/2009,443.08776
9/26/2009,443.05728
9/27/2009,442.69152
9/28/2009,442.35624
9/29/2009,442.32576
9/30/2009,442.53912
10/1/2009,442.63056
10/2/2009,442.78296
10/3/2009,442.50864
10/4/2009,442.2648
10/5/2009,442.02096
10/6/2009,442.20384
10/7/2009,442.75248
10/8/2009,443.14872
10/9/2009,443.30112
10/10/2009,443.05728
10/11/2009,442.84392
10/12/2009,442.63056
10/13/2009,442.84392
10/14/2009,443.42304
10/15/2009,443.57544
10/16/2009,443.9412
10/17/2009,444.12408
10/18/2009,443.9412
10/19/2009,443.72784
10/20/2009,443.54496
10/21/2009,443.69736
10/22/2009,443.9412
10/23/2009,443.97168
10/24/2009,443.69736
10/25/2009,443.57544
10/26/2009,443.3316
10/27/2009,443.57544
10/28/2009,443.81928
10/29/2009,444.00216
10/30/2009,444.246
10/31/2009,444.00216
11/1/2009,443.7888
11/2/2009,443.54496
11/3/2009,443.88024
11/4/2009,444.36792
11/5/2009,444.64224
11/6/2009,444.88608
11/7/2009,444.67272
11/8/2009,444.42888
11/9/2009,444.67272
11/10/2009,445.03848
11/11/2009,445.28232
11/12/2009,445.49568
11/13/2009,445.58712
11/14/2009,445.40424
11/15/2009,445.22136
11/16/2009,445.03848
11/17/2009,445.40424
11/18/2009,445.95288
11/19/2009,446.28816
11/20/2009,446.50152
11/21/2009,446.44056
11/22/2009,446.2272
11/23/2009,446.01384
11/24/2009,446.25768
11/25/2009,446.65392
11/26/2009,446.92824
11/27/2009,447.20256
11/28/2009,446.9892
11/29/2009,446.86728
11/30/2009,446.59296
12/1/2009,446.80632
12/2/2009,447.26352
12/3/2009,447.72072
12/4/2009,447.81216
12/5/2009,447.65976
12/6/2009,447.47688
12/7/2009,447.38544
12/8/2009,447.81216
12/9/2009,448.3608
12/10/2009,448.69608
12/11/2009,448.72656
12/12/2009,448.69608
12/13/2009,448.57416
12/14/2009,448.45224
12/15/2009,448.78752
12/16/2009,449.39712
12/17/2009,449.94576
12/18/2009,450.31152
12/19/2009,450.22008
12/20/2009,450.06768
12/21/2009,449.85432
12/22/2009,450.0372
12/23/2009,450.4944
12/24/2009,450.92112
12/25/2009,451.2564
12/26/2009,451.2564
12/27/2009,451.13448
12/28/2009,451.01256
12/29/2009,451.34784
12/30/2009,451.80504
12/31/2009,452.23176
1/1/2010,452.4756
1/2/2010,452.29272
1/3/2010,452.10984
1/4/2010,451.92696
1/5/2010,452.14032
1/6/2010,452.56704
1/7/2010,452.87184
1/8/2010,453.02424
1/9/2010,452.84136
1/10/2010,452.628
1/11/2010,452.41464
1/12/2010,452.68896
1/13/2010,453.14616
1/14/2010,453.51192
1/15/2010,453.6948
1/16/2010,453.51192
1/17/2010,453.32904
1/18/2010,453.20712
1/19/2010,452.99376
1/20/2010,453.17664
1/21/2010,453.39
1/22/2010,453.26808
1/23/2010,453.05472
1/24/2010,452.87184
1/25/2010,452.96328
1/26/2010,453.26808
1/27/2010,453.39
1/28/2010,453.48144
1/29/2010,453.32904
1/30/2010,453.17664
1/31/2010,453.05472
2/1/2010,452.96328
2/2/2010,453.11568
2/3/2010,453.51192
2/4/2010,453.75576
2/5/2010,453.6948
2/6/2010,453.6948
2/7/2010,453.63384
2/8/2010,453.8472
2/9/2010,454.27392
2/10/2010,454.57872
2/11/2010,454.85304
2/12/2010,454.85304
2/13/2010,454.82256
2/14/2010,454.79208
2/15/2010,454.70064
2/16/2010,454.914
2/17/2010,455.40168
2/18/2010,455.61504
2/19/2010,455.55408
2/20/2010,455.46264
2/21/2010,455.43216
2/22/2010,455.3712
2/23/2010,455.58456
2/24/2010,455.5236
2/25/2010,455.46264
2/26/2010,455.676
2/27/2010,455.676
2/28/2010,455.61504
3/1/2010,455.55408
3/2/2010,455.85888
3/3/2010,455.76744
3/4/2010,455.70648
3/5/2010,456.01128
3/6/2010,455.95032
3/7/2010,455.88936
3/8/2010,455.79792
3/9/2010,455.91984
3/10/2010,456.16368
3/11/2010,456.2856
3/12/2010,456.19416
3/13/2010,456.10272
3/14/2010,456.01128
3/15/2010,455.91984
3/16/2010,456.04176
3/17/2010,455.91984
3/18/2010,455.79792
3/19/2010,455.64552
3/20/2010,455.73696
3/21/2010,455.58456
3/22/2010,455.40168
3/23/2010,455.2188
3/24/2010,455.31024
3/25/2010,455.18832
3/26/2010,454.94448
3/27/2010,454.70064
3/28/2010,454.4568
3/29/2010,454.21296
3/30/2010,453.96912
3/31/2010,453.9996
4/1/2010,453.96912
4/2/2010,453.72528
4/3/2010,453.48144
4/4/2010,453.2376
4/5/2010,453.02424
4/6/2010,452.81088
4/7/2010,452.90232
4/8/2010,452.96328
4/9/2010,452.84136
4/10/2010,452.74992
4/11/2010,452.65848
4/12/2010,452.56704
4/13/2010,452.87184
4/14/2010,452.7804
4/15/2010,452.71944
4/16/2010,452.99376
4/17/2010,452.90232
4/18/2010,452.81088
4/19/2010,452.71944
4/20/2010,452.65848
4/21/2010,452.84136
4/22/2010,453.02424
4/23/2010,452.9328
4/24/2010,452.84136
4/25/2010,452.74992
4/26/2010,452.628
4/27/2010,452.53656
4/28/2010,452.59752
4/29/2010,452.65848
4/30/2010,452.50608
5/1/2010,452.3232
5/2/2010,452.14032
5/3/2010,451.95744
5/4/2010,452.20128
5/5/2010,452.29272
5/6/2010,452.10984
5/7/2010,451.89648
5/8/2010,451.68312
5/9/2010,451.50024
5/10/2010,451.31736
5/11/2010,451.34784
5/12/2010,451.43928
5/13/2010,451.2564
5/14/2010,451.07352
5/15/2010,450.9516
5/16/2010,450.76872
5/17/2010,450.58584
5/18/2010,450.67728
5/19/2010,450.76872
5/20/2010,450.76872
5/21/2010,450.86016
5/22/2010,450.67728
5/23/2010,450.52488
5/24/2010,450.40296
5/25/2010,450.342
5/26/2010,450.7992
5/27/2010,450.9516
5/28/2010,450.82968
5/29/2010,450.73824
5/30/2010,450.61632
5/31/2010,450.4944
6/1/2010,450.55536
6/2/2010,450.7992
6/3/2010,450.9516
6/4/2010,450.9516
6/5/2010,450.76872
6/6/2010,450.58584
6/7/2010,450.40296
6/8/2010,450.342
6/9/2010,450.7992
6/10/2010,450.89064
6/11/2010,450.70776
6/12/2010,450.55536
6/13/2010,450.43344
6/14/2010,450.31152
6/15/2010,450.4944
6/16/2010,450.61632
6/17/2010,450.76872
6/18/2010,450.89064
6/19/2010,450.73824
6/20/2010,450.61632
6/21/2010,450.4944
6/22/2010,450.43344
6/23/2010,450.89064
6/24/2010,450.82968
6/25/2010,451.01256
6/26/2010,450.82968
6/27/2010,450.67728
6/28/2010,450.52488
6/29/2010,450.76872
6/30/2010,450.9516
7/1/2010,451.19544
7/2/2010,451.37832
7/3/2010,451.19544
7/4/2010,451.04304
7/5/2010,450.92112
7/6/2010,450.98208
7/7/2010,451.28688
7/8/2010,451.50024
7/9/2010,451.68312
7/10/2010,451.5612
7/11/2010,451.4088
7/12/2010,451.22592
7/13/2010,451.62216
7/14/2010,451.74408
7/15/2010,452.1708
7/16/2010,452.41464
7/17/2010,452.14032
7/18/2010,451.89648
7/19/2010,451.65264
7/20/2010,451.50024
7/21/2010,451.89648
7/22/2010,452.1708
7/23/2010,452.29272
7/24/2010,452.04888
7/25/2010,451.80504
7/26/2010,451.5612
7/27/2010,451.59168
7/28/2010,451.80504
7/29/2010,451.866
7/30/2010,452.04888
7/31/2010,451.83552
8/1/2010,451.62216
8/2/2010,451.4088
8/3/2010,451.31736
8/4/2010,451.80504
8/5/2010,452.23176
8/6/2010,452.35368
8/7/2010,452.1708
8/8/2010,452.0184
8/9/2010,451.80504
8/10/2010,451.74408
8/11/2010,452.20128
8/12/2010,452.59752
8/13/2010,452.628
8/14/2010,452.38416
8/15/2010,452.14032
8/16/2010,452.35368
8/17/2010,452.65848
8/18/2010,452.59752
8/19/2010,452.7804
8/20/2010,453.14616
8/21/2010,453.35952
8/22/2010,453.0852
8/23/2010,452.84136
8/24/2010,452.87184
8/25/2010,453.0852
8/26/2010,453.2376
8/27/2010,453.17664
8/28/2010,452.90232
8/29/2010,452.628
8/30/2010,452.35368
8/31/2010,452.35368
9/1/2010,452.59752
9/2/2010,452.81088
9/3/2010,452.90232
9/4/2010,452.59752
9/5/2010,452.29272
9/6/2010,452.0184
9/7/2010,451.98792
9/8/2010,452.20128
9/9/2010,452.53656
9/10/2010,452.87184
9/11/2010,452.68896
9/12/2010,452.44512
9/13/2010,452.4756
9/14/2010,452.74992
9/15/2010,452.90232
9/16/2010,452.96328
9/17/2010,452.81088
9/18/2010,452.53656
9/19/2010,452.29272
9/20/2010,452.04888
9/21/2010,452.10984
9/22/2010,452.35368
9/23/2010,452.50608
9/24/2010,452.65848
9/25/2010,452.41464
9/26/2010,452.14032
9/27/2010,452.04888
9/28/2010,452.07936
9/29/2010,452.35368
9/30/2010,452.4756
10/1/2010,452.41464
10/2/2010,452.14032
10/3/2010,451.866
10/4/2010,452.04888
10/5/2010,452.29272
10/6/2010,452.53656
10/7/2010,452.7804
10/8/2010,453.05472
10/9/2010,453.5424
10/10/2010,453.51192
10/11/2010,453.32904
10/12/2010,453.39
10/13/2010,453.66432
10/14/2010,453.78624
10/15/2010,453.6948
10/16/2010,453.51192
10/17/2010,453.32904
10/18/2010,453.11568
10/19/2010,453.45096
10/20/2010,453.96912
10/21/2010,454.39584
10/22/2010,454.85304
10/23/2010,454.73112
10/24/2010,454.67016
10/25/2010,454.51776
10/26/2010,454.85304
10/27/2010,455.34072
10/28/2010,455.8284
10/29/2010,456.49896
10/30/2010,456.49896
10/31/2010,456.40752
11/1/2010,456.25512
11/2/2010,456.52944
11/3/2010,456.71232
11/4/2010,456.8952
11/5/2010,457.10856
11/6/2010,456.92568
11/7/2010,456.7428
11/8/2010,456.5904
11/9/2010,456.65136
11/10/2010,456.86472
11/11/2010,456.83424
11/12/2010,456.62088
11/13/2010,456.438
11/14/2010,456.22464
11/15/2010,456.01128
11/16/2010,455.79792
11/17/2010,455.85888
11/18/2010,456.07224
11/19/2010,456.10272
11/20/2010,455.95032
11/21/2010,455.79792
11/22/2010,455.64552
11/23/2010,455.49312
11/24/2010,455.64552
11/25/2010,455.76744
11/26/2010,455.88936
11/27/2010,455.73696
11/28/2010,455.55408
11/29/2010,455.3712
11/30/2010,455.46264
12/1/2010,455.64552
12/2/2010,455.79792
12/3/2010,455.88936
12/4/2010,455.70648
12/5/2010,455.55408
12/6/2010,455.3712
12/7/2010,455.46264
12/8/2010,455.676
12/9/2010,455.8284
12/10/2010,456.10272
12/11/2010,455.91984
12/12/2010,455.73696
12/13/2010,455.5236
12/14/2010,455.5236
12/15/2010,455.676
12/16/2010,456.01128
12/17/2010,456.2856
12/18/2010,456.52944
12/19/2010,456.5904
12/20/2010,456.55992
12/21/2010,456.80376
12/22/2010,457.53528
12/23/2010,457.74864
12/24/2010,457.68768
12/25/2010,457.62672
12/26/2010,457.56576
12/27/2010,457.47432
12/28/2010,457.71816
12/29/2010,457.99248
12/30/2010,457.90104
12/31/2010,457.84008
1/1/2011,457.74864
1/2/2011,457.68768
1/3/2011,457.59624
1/4/2011,457.53528
1/5/2011,457.41336
1/6/2011,457.74864
1/7/2011,458.23632
1/8/2011,458.69352
1/9/2011,458.5716
1/10/2011,458.4192
1/11/2011,458.60208
1/12/2011,458.99832
1/13/2011,459.0288
1/14/2011,458.90688
1/15/2011,459.05928
1/16/2011,459.0288
1/17/2011,458.8764
1/18/2011,458.69352
1/19/2011,458.78496
1/20/2011,458.63256
1/21/2011,458.44968
1/22/2011,458.29728
1/23/2011,458.17536
1/24/2011,458.02296
1/25/2011,457.87056
1/26/2011,457.90104
1/27/2011,457.74864
1/28/2011,457.59624
1/29/2011,457.3524
1/30/2011,457.10856
1/31/2011,456.86472
2/1/2011,456.65136
2/2/2011,456.86472
2/3/2011,457.13904
2/4/2011,457.10856
2/5/2011,456.86472
2/6/2011,456.65136
2/7/2011,456.40752
2/8/2011,456.19416
2/9/2011,456.25512
2/10/2011,456.31608
2/11/2011,456.37704
2/12/2011,456.1332
2/13/2011,455.88936
2/14/2011,455.64552
2/15/2011,455.31024
2/16/2011,455.40168
2/17/2011,455.676
2/18/2011,456.01128
2/19/2011,455.95032
2/20/2011,456.25512
2/21/2011,456.55992
2/22/2011,456.92568
2/23/2011,457.44384
2/24/2011,457.8096
2/25/2011,457.71816
2/26/2011,457.6572
2/27/2011,457.56576
2/28/2011,457.41336
3/1/2011,457.32192
3/2/2011,457.44384
3/3/2011,457.47432
3/4/2011,457.32192
3/5/2011,457.2
3/6/2011,457.16952
3/7/2011,457.0476
3/8/2011,457.2
3/9/2011,457.44384
3/10/2011,457.59624
3/11/2011,457.77912
3/12/2011,457.62672
3/13/2011,457.5048
3/14/2011,457.3524
